system:index,date,dates_found,district,districts_found,elevation_m,event_id,extraction_confidence,landslide_type,location,manual_review_reason,manually_verified,ocr_used,slope_deg,source_excerpt,source_page,source_pdf,state,﻿review_id,.geo
00000000000000000096_0,,,Aizawl,Aizawl,920.9761,GSI-F73FE667CB42,0.7,landslide,Ramhlun Vengthar,missing_event_date,false,false,21.698822,Slide number: MZ/AIZ/84A10/2015/226 | State: Mizoram | District: Aizawl | Location: Ramhlun Vengthar | Latitude: 23.742861 | Longitude: 92.725389 | Material: Rock | Movement: Slide | History: NA,561,landslide_report.pdf,Mizoram,GSI-REVIEW-001475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72547528185866,23.742906307281263]}"
00000000000000000097_0,,,Aizawl,Aizawl,912.0397,GSI-2B826A7089DF,0.7,landslide,"Tanhril near the Spring, Tanhril - Aizawl",missing_event_date,false,false,29.984037,"Slide number: MZ/AIZ/84A10/2015/184 | State: Mizoram | District: Aizawl | Location: Tanhril near the Spring, Tanhril - Aizawl | Latitude: 23.743694 | Longitude: 92.679028 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.6791222131981,23.74371479103697]}"
00000000000000000099_0,,,Aizawl,Aizawl,911.9092,GSI-9FBDEF1824DD,0.7,landslide,"Northeast of Luangmual, Mizoram Univ. - Aizawl via NH 44A",missing_event_date,false,false,33.511604,"Slide number: MZ/AIZ/84A10/2015/185 | State: Mizoram | District: Aizawl | Location: Northeast of Luangmual, Mizoram Univ. - Aizawl via NH 44A | Latitude: 23.744028 | Longitude: 92.698861 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69879531792031,23.743984285622204]}"
0000000000000000009c_0,,,Aizawl,Aizawl,1153.6239,GSI-9FFAE48D8DB1,0.7,landslide,"Laiputlang Landslide, Laiputlang",missing_event_date,false,false,31.40276,"Slide number: MZ/AIZ/84A10/2015/227 | State: Mizoram | District: Aizawl | Location: Laiputlang Landslide, Laiputlang | Latitude: 23.744303 | Longitude: 92.720114 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72008539015394,23.74425378020744]}"
0000000000000000009d_0,,,Aizawl,Aizawl,815.12134,GSI-E34201CFE242,0.7,landslide,"Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar",missing_event_date,false,false,37.323288,"Slide number: MZ/AIZ/84A10/2015/221 | State: Mizoram | District: Aizawl | Location: Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar | Latitude: 23.744972 | Longitude: 92.702889 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.70283773669885,23.74506226396315]}"
0000000000000000009f_0,,,Aizawl,Aizawl,817.56177,GSI-4A7E9FF25576,0.7,landslide,"Luangmual Near Power Station, Mizoram Univ. - Aizawl",missing_event_date,false,false,24.288568,"Slide number: MZ/AIZ/84A10/2015/188 | State: Mizoram | District: Aizawl | Location: Luangmual Near Power Station, Mizoram Univ. - Aizawl | Latitude: 23.745444 | Longitude: 92.749556 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74946029994464,23.745331758548385]}"
000000000000000000a0_0,,,Aizawl,Aizawl,927.0621,GSI-BB9EAD9AAF7B,0.7,landslide,"Luangmual, Mizoram Univ. - Aizawl via NH 44A",missing_event_date,false,false,38.942905,"Slide number: MZ/AIZ/84A10/2015/186 | State: Mizoram | District: Aizawl | Location: Luangmual, Mizoram Univ. - Aizawl via NH 44A | Latitude: 23.745639 | Longitude: 92.694361 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69448340455654,23.74560125313362]}"
000000000000000000a2_0,,,Aizawl,Aizawl,790.19635,GSI-B8BF25BD7281,0.7,landslide,"Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar",missing_event_date,false,false,35.086845,"Slide number: MZ/AIZ/84A10/2015/223 | State: Mizoram | District: Aizawl | Location: Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar | Latitude: 23.747444 | Longitude: 92.696194 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69610037206795,23.74748771523027]}"
000000000000000000a3_0,,,Aizawl,Aizawl,867.9025,GSI-11682896CB93,0.7,landslide,"Rangvamul Landslide, Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar",missing_event_date,false,false,39.379463,"Slide number: MZ/AIZ/84A10/2015/116 | State: Mizoram | District: Aizawl | Location: Rangvamul Landslide, Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar | Latitude: 23.749722 | Longitude: 92.693781 | Material: Rock | Movement: Slide | History: NA",561,landslide_report.pdf,Mizoram,GSI-REVIEW-001491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69367492080083,23.74964367191216]}"
000000000000000000a4_0,,,Aizawl,Aizawl,757.61285,GSI-A668C81F6C01,0.7,landslide,Rangamval,missing_event_date,false,false,25.223423,Slide number: MIZ/AIZ/84A09/2016/76 | State: Mizoram | District: Aizawl | Slide name: Rangamval Landslide | Location: Rangamval | Latitude: 23.750454 | Longitude: 92.69524 | Material: Rock | Movement: Slide | History: 2014,562,landslide_report.pdf,Mizoram,GSI-REVIEW-001494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69529188831224,23.750452155667865]}"
000000000000000000a8_0,,,Aizawl,Aizawl,691.568,GSI-1CDAD619BF92,0.7,landslide,Rangamval section,missing_event_date,false,false,33.354374,Slide number: MIZ/AIZ/84A09/2016/79 | State: Mizoram | District: Aizawl | Location: Rangamval section | Latitude: 23.753417 | Longitude: 92.687556 | Material: Rock | Movement: Slide | History: 2016,562,landslide_report.pdf,Mizoram,GSI-REVIEW-001501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.6874765453404,23.75341659610546]}"
000000000000000000ab_0,,,Aizawl,Aizawl,692.85266,GSI-3E85010BEE13,0.7,landslide,"Gate for Mizoram Truck Owners' Association, 57 km Khawnpui milestone",missing_event_date,false,false,24.88879,"Slide number: MIZ/AIZ/84A09/2016/77 | State: Mizoram | District: Aizawl | Location: Gate for Mizoram Truck Owners' Association, 57 km Khawnpui milestone | Latitude: 23.754493 | Longitude: 92.690145 | Material: Rock | Movement: Slide | History: 2016",562,landslide_report.pdf,Mizoram,GSI-REVIEW-001504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69017149119276,23.754494574446404]}"
000000000000000000ad_0,,,Aizawl,Aizawl,1063.0862,GSI-5CC6FA88A479,0.7,landslide,Muanna Veng/ Ramlun Thlangmual,missing_event_date,false,false,25.716597,Slide number: MIZ/AIZ/84A13/2016/48 | State: Mizoram | District: Aizawl | Location: Muanna Veng/ Ramlun Thlangmual | Latitude: 23.762482 | Longitude: 92.742799 | Material: Rock | Movement: Slide | History: NA,562,landslide_report.pdf,Mizoram,GSI-REVIEW-001508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74272293531375,23.76257941200348]}"
000000000000000000af_0,,,Aizawl,Aizawl,519.74536,GSI-C0C2C0B63A36,0.7,landslide,ThanglailungSaitual section,missing_event_date,false,false,28.927042,Slide number: MZ/AIZ/84E01/2017/75 | State: Mizoram | District: Aizawl | Location: ThanglailungSaitual section | Latitude: 23.777472 | Longitude: 93.009163 | Material: Rock | Movement: Slide | History: NA,562,landslide_report.pdf,Mizoram,GSI-REVIEW-001513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.00925308011202,23.77740161419145]}"
000000000000000000b3_0,,,Aizawl,Aizawl,481.12906,GSI-FD2D48FDA2C6,0.7,landslide,ThanglailungSaitual section,missing_event_date,false,false,16.2722,Slide number: MZ/AIZ/84E01/2017/53 | State: Mizoram | District: Aizawl | Location: ThanglailungSaitual section | Latitude: 23.785444 | Longitude: 93.024612 | Material: Soil | Movement: Slide | History: NA,562,landslide_report.pdf,Mizoram,GSI-REVIEW-001526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02461427147045,23.78548645174853]}"
000000000000000000b6_0,,,Aizawl,Aizawl,506.76294,GSI-92B9D16A1A1C,0.7,landslide,~16 km from Thanglailung,missing_event_date,false,false,27.976303,Slide number: MZ/AIZ/84E01/2017/112 | State: Mizoram | District: Aizawl | Location: ~16 km from Thanglailung | Latitude: 23.7885 | Longitude: 93.024666 | Material: Rock | Movement: Slide | History: NA,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02461427147045,23.788450892186123]}"
000000000000000000b9_0,,,Aizawl,Aizawl,503.6163,GSI-E27AD6A5A166,0.7,landslide,13 km from Thanglailung along PhullenSaitual section,missing_event_date,false,false,29.345774,Slide number: MZ/AIZ/84E01/2017/104 | State: Mizoram | District: Aizawl | Location: 13 km from Thanglailung along PhullenSaitual section | Latitude: 23.789749 | Longitude: 93.035667 | Material: Rock | Movement: Slide | History: NA,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03566354946513,23.7897983651123]}"
000000000000000000ba_0,,,Aizawl,Aizawl,363.48615,GSI-B69E4C8152C8,0.7,landslide,Phungchawng section,missing_event_date,false,false,32.64171,Slide number: MIZ/AIZ/84A09/2016/81 | State: Mizoram | District: Aizawl | Location: Phungchawng section | Latitude: 23.790132 | Longitude: 92.672097 | Material: Rock | Movement: Slide | History: 2016,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.67211535398197,23.790067859697537]}"
000000000000000000bc_0,,,Aizawl,Aizawl,543.244,GSI-93B90BCBE149,0.7,landslide,Near Thanglailung,missing_event_date,false,false,29.521921,Slide number: MZ/AIZ/84E01/2017/51 | State: Mizoram | District: Aizawl | Location: Near Thanglailung | Latitude: 23.792555 | Longitude: 93.029892 | Material: Rock | Movement: Slide | History: NA,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001542,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03000416317518,23.79249331096466]}"
000000000000000000be_0,,,Aizawl,Aizawl,527.7688,GSI-B552E552E6E1,0.7,landslide,PhullenSaitual section,missing_event_date,false,false,25.752762,Slide number: MZ/AIZ/84E01/2017/74 | State: Mizoram | District: Aizawl | Location: PhullenSaitual section | Latitude: 23.795444 | Longitude: 93.04039 | Material: Rock | Movement: Slide | History: NA,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04051445199937,23.795457751402253]}"
000000000000000000c0_0,,,Aizawl,Aizawl,135.28635,GSI-EF601AF4D3D8,0.7,landslide,"Simhui, Airport road",missing_event_date,false,false,14.636135,"Slide number: MIZ/AIZ/84A09/2016/90 | State: Mizoram | District: Aizawl | Location: Simhui, Airport road | Latitude: 23.798861 | Longitude: 92.642417 | Material: Earth | Movement: Slide | History: 2016",563,landslide_report.pdf,Mizoram,GSI-REVIEW-001551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.64247094960602,23.79896118101032]}"
000000000000000000c1_0,,,Aizawl,Aizawl,1220.103,GSI-639F59E07453,0.7,landslide,N/A,missing_event_date,false,false,23.46664,Slide number: MIZ/AIZ/84A13/2016/135 | State: Mizoram | District: Aizawl | Slide name: N/A | Location: N/A | Latitude: 23.801624 | Longitude: 92.960437 | Material: Rock | Movement: Slide | History: 2016,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96047456018432,23.801656126862678]}"
000000000000000000c2_0,,,Aizawl,Aizawl,651.1614,GSI-0574D9F41C13,0.7,landslide,16 km from Phullen,missing_event_date,false,false,32.776093,Slide number: MZ/AIZ/84E01/2017/52 | State: Mizoram | District: Aizawl | Location: 16 km from Phullen | Latitude: 23.804193 | Longitude: 93.035248 | Material: Rock | Movement: Slide | History: NA,563,landslide_report.pdf,Mizoram,GSI-REVIEW-001563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03512456029466,23.804081578129804]}"
000000000000000000c3_0,,,Aizawl,Aizawl,725.6566,GSI-311D9B257B84,0.7,landslide,11.5 km from Phullen,missing_event_date,false,false,31.710775,Slide number: MZ/AIZ/84E01/2017/105 | State: Mizoram | District: Aizawl | Location: 11.5 km from Phullen | Latitude: 23.805779 | Longitude: 93.027115 | Material: Rock | Movement: Slide | History: NA,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02703972273758,23.805698545641217]}"
000000000000000000c4_0,,,Aizawl,Aizawl,837.21704,GSI-28D9D4A78917,0.7,landslide,Near Thanglailung,missing_event_date,false,false,5.8584585,Slide number: MZ/AIZ/84E01/2017/64 | State: Mizoram | District: Aizawl | Location: Near Thanglailung | Latitude: 23.808111 | Longitude: 93.041779 | Material: Rock | Movement: Slide | History: 2016,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04186192492556,23.80812399690834]}"
000000000000000000c7_0,,,Aizawl,Aizawl,1310.822,GSI-84A2C75AC356,0.7,landslide,NE periphery of Buhban village,missing_event_date,false,false,23.099874,Slide number: MIZ/AIZ/84A13/2016/133 | State: Mizoram | District: Aizawl | Location: NE periphery of Buhban village | Latitude: 23.812139 | Longitude: 92.954167 | Material: Rock | Movement: Slide | History: 2016,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9542761847239,23.812166415686878]}"
000000000000000000c8_0,,,Aizawl,Aizawl,502.02063,GSI-5DDF19DB1B96,0.7,landslide,~10 km N of Sesawng on NH 150,missing_event_date,false,false,39.33516,Slide number: MIZ/AIZ/84A13/2016/40 | State: Mizoram | District: Aizawl | Location: ~10 km N of Sesawng on NH 150 | Latitude: 23.812167 | Longitude: 92.835194 | Material: Earth | Movement: Slide | History: 2015,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.83515957804966,23.812166415686878]}"
000000000000000000cb_0,,,Aizawl,Aizawl,118.60375,GSI-04A9B31000DD,0.7,landslide,Sairang (near quarry),missing_event_date,false,false,20.924614,Slide number: MIZ/AIZ/84A09/2016/83 | State: Mizoram | District: Aizawl | Location: Sairang (near quarry) | Latitude: 23.817333 | Longitude: 92.661222 | Material: Earth | Movement: Slide | History: 2016,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66133557057253,23.81728681280636]}"
000000000000000000d1_0,,,Aizawl,Aizawl,1124.6653,GSI-1F1A3D8B374E,0.7,landslide,SE of Lailak village,missing_event_date,false,false,38.057846,Slide number: MIZ/AIZ/84A13/2016/131 | State: Mizoram | District: Aizawl | Location: SE of Lailak village | Latitude: 23.82325 | Longitude: 92.925222 | Material: Rock | Movement: Slide | History: 2016,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92517076951843,23.823215693681547]}"
000000000000000000d4_0,,,Aizawl,Aizawl,1033.7987,GSI-21B7D0583F8F,0.7,landslide,4.5 km from Thanglailung along PhullenSaitual section,missing_event_date,false,false,26.448048,Slide number: MZ/AIZ/84E01/2017/89 | State: Mizoram | District: Aizawl | Location: 4.5 km from Thanglailung along PhullenSaitual section | Latitude: 23.835361 | Longitude: 93.052414 | Material: Rock | Movement: Slide | History: NA,564,landslide_report.pdf,Mizoram,GSI-REVIEW-001592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.05237221374975,23.83534295001716]}"
000000000000000000d7_0,,,Aizawl,Aizawl,689.0553,GSI-D2C777B9A6A9,0.7,landslide,6 km from Phullen along PhullenPhuaibuang section,missing_event_date,false,false,28.383436,Slide number: MZ/AIZ/84E01/2017/54 | State: Mizoram | District: Aizawl | Location: 6 km from Phullen along PhullenPhuaibuang section | Latitude: 23.840334 | Longitude: 93.071945 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001597,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07204531847196,23.84046334713664]}"
000000000000000000d8_0,,,Aizawl,Aizawl,1113.4387,GSI-F09D90950E24,0.7,landslide,Lailak village,missing_event_date,false,false,39.141415,Slide number: MIZ/AIZ/84A13/2016/128 | State: Mizoram | District: Aizawl | Location: Lailak village | Latitude: 23.841713 | Longitude: 92.911476 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9114265456714,23.841810820062822]}"
000000000000000000da_0,,,Aizawl,Aizawl,1630.272,GSI-02702B68E892,0.7,landslide,near vanzao,missing_event_date,false,false,42.825367,Slide number: MIZ/AIZ/84A13/2016/6 | State: Mizoram | District: Aizawl | Location: near vanzao | Latitude: 23.844139 | Longitude: 92.933 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001601,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93298611249027,23.844236271329944]}"
000000000000000000dc_0,,,Aizawl,Aizawl,1071.5958,GSI-31422985DA73,0.7,landslide,Near Phullen,missing_event_date,false,false,31.21094,Slide number: MZ/AIZ/84E01/2017/100 | State: Mizoram | District: Aizawl | Location: Near Phullen | Latitude: 23.844444 | Longitude: 93.051361 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0512942354088,23.84450576591518]}"
000000000000000000e0_0,,,Aizawl,Aizawl,667.8744,GSI-901362260B21,0.7,landslide,8 km from Phullen along PhullenPhuaibuang section,missing_event_date,false,false,32.258904,Slide number: MZ/AIZ/84E01/2017/82 | State: Mizoram | District: Aizawl | Location: 8 km from Phullen along PhullenPhuaibuang section | Latitude: 23.848083 | Longitude: 93.076691 | Material: Soil | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001610,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.07662672642098,23.848009195523247]}"
000000000000000000e1_0,,,Aizawl,Aizawl,456.6283,GSI-B8E76E232C7E,0.7,landslide,~19 km from Phuaibuang,missing_event_date,false,false,33.396255,Slide number: MZ/AIZ/84E01/2017/79 | State: Mizoram | District: Aizawl | Location: ~19 km from Phuaibuang | Latitude: 23.848917 | Longitude: 93.135307 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.13537654600239,23.848817679278955]}"
000000000000000000e3_0,,,Aizawl,Aizawl,1030.9863,GSI-D487178A664F,0.7,landslide,Phullen village along PhullenSaitual section,missing_event_date,false,false,20.567064,Slide number: MZ/AIZ/84E01/2017/81 | State: Mizoram | District: Aizawl | Location: Phullen village along PhullenSaitual section | Latitude: 23.85 | Longitude: 93.048164 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04806030038598,23.849895657619896]}"
000000000000000000e4_0,,,Aizawl,Aizawl,386.63773,GSI-D9AD15DF63A8,0.7,landslide,"3 km from Tuivai river, near Ainawl",missing_event_date,false,false,39.979744,"Slide number: MZ/AIZ/84E01/2017/85 | State: Mizoram | District: Aizawl | Location: 3 km from Tuivai river, near Ainawl | Latitude: 23.85075 | Longitude: 93.115608 | Material: Rock | Movement: Slide | History: NA",565,landslide_report.pdf,Mizoram,GSI-REVIEW-001615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.11570344128017,23.850704141375605]}"
000000000000000000e5_0,,,Aizawl,Aizawl,1265.4648,GSI-1BDDDC41C210,0.7,landslide,Siphir-Lungdai section,missing_event_date,false,false,35.72531,Slide number: MIZ/AIZ/84A09/2016/51 | State: Mizoram | District: Aizawl | Location: Siphir-Lungdai section | Latitude: 23.850861 | Longitude: 92.743083 | Material: Rock | Movement: Slide | History: 2016,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74299242989899,23.85097363596084]}"
000000000000000000e6_0,,,Aizawl,Aizawl,1306.53,GSI-B6DF39253593,0.7,landslide,Siphir-Lungdai section,missing_event_date,false,false,23.904594,Slide number: MIZ/AIZ/84A09/2016/49 | State: Mizoram | District: Aizawl | Location: Siphir-Lungdai section | Latitude: 23.851361 | Longitude: 92.742222 | Material: Earth | Movement: Slide | History: 2016,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74218394614329,23.851243130546077]}"
000000000000000000e8_0,,,Aizawl,Aizawl,827.32434,GSI-6B99BFA117B5,0.7,landslide,2 km from Phullen along PhullenPhuaibuang section,missing_event_date,false,false,38.084152,Slide number: MZ/AIZ/84E01/2017/61 | State: Mizoram | District: Aizawl | Location: 2 km from Phullen along PhullenPhuaibuang section | Latitude: 23.852861 | Longitude: 93.059998 | Material: Rock | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001620,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.05991806213636,23.85286009805749]}"
000000000000000000e9_0,,,Aizawl,Aizawl,300.12592,GSI-CF1B70FED356,0.7,landslide,23 km from Phuaibuang towards Tuivai river,missing_event_date,false,false,37.948948,Slide number: MZ/AIZ/84E01/2017/67 | State: Mizoram | District: Aizawl | Location: 23 km from Phuaibuang towards Tuivai river | Latitude: 23.853333 | Longitude: 93.12458 | Material: Soil | Movement: Slide | History: NA,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.12459676259296,23.853399087227963]}"
000000000000000000f0_0,,,Aizawl,Aizawl,1302.9089,GSI-830E73B5C594,0.7,landslide,Khawkawi section,missing_event_date,false,false,24.297403,Slide number: MIZ/AIZ/84A13/2016/127 | State: Mizoram | District: Aizawl | Location: Khawkawi section | Latitude: 23.865694 | Longitude: 92.932639 | Material: Rock | Movement: Slide | History: NA,566,landslide_report.pdf,Mizoram,GSI-REVIEW-001638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.93271661790503,23.865795838148813]}"
000000000000000000f3_0,,,Aizawl,Aizawl,556.4374,GSI-4F469FFB2C70,0.7,landslide,PhullenPhuaibuang,missing_event_date,false,false,30.205374,Slide number: MZ/AIZ/84E01/2017/90 | State: Mizoram | District: Aizawl | Location: PhullenPhuaibuang | Latitude: 23.870583 | Longitude: 93.095444 | Material: Rock | Movement: Slide | History: NA,566,landslide_report.pdf,Mizoram,GSI-REVIEW-001648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.0954913473875,23.870646740683057]}"
000000000000000000f6_0,,,Aizawl,Aizawl,574.3414,GSI-FAF3998FEEA2,0.7,landslide,~5k m from Ainawl along PhullenPhuaibuang section,missing_event_date,false,false,34.47708,Slide number: MZ/AIZ/84E01/2017/96 | State: Mizoram | District: Aizawl | Location: ~5k m from Ainawl along PhullenPhuaibuang section | Latitude: 23.872055 | Longitude: 93.094276 | Material: Rock | Movement: Slide | History: NA,566,landslide_report.pdf,Mizoram,GSI-REVIEW-001651,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.09414387446131,23.871994213609238]}"
000000000000000000f7_0,,,Aizawl,Aizawl,927.47095,GSI-C95119DB48E7,0.7,landslide,Khawruhlian village(near culvert) on NH150,missing_event_date,false,false,32.20495,Slide number: MIZ/AIZ/84A13/2016/16 | State: Mizoram | District: Aizawl | Location: Khawruhlian village(near culvert) on NH150 | Latitude: 23.872722 | Longitude: 92.874083 | Material: Rock | Movement: Slide | History: 1996,566,landslide_report.pdf,Mizoram,GSI-REVIEW-001653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87396679832362,23.872802697364946]}"
00000000000000000103_0,,,Aizawl,Aizawl,902.7536,GSI-6E54B1462925,0.7,landslide,ZawnginPhullen section,missing_event_date,false,false,34.446827,Slide number: MZ/AIZ/84E01/2017/83 | State: Mizoram | District: Aizawl | Location: ZawnginPhullen section | Latitude: 23.888945 | Longitude: 93.033974 | Material: Rock | Movement: Slide | History: NA,567,landslide_report.pdf,Mizoram,GSI-REVIEW-001681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03404658195372,23.888972372479095]}"
00000000000000000104_0,,,Aizawl,Aizawl,1102.8018,GSI-E9AAD80FF44E,0.7,landslide,"Lungdai village, Silchar road",missing_event_date,false,false,31.698921,"Slide number: MIZ/AIZ/84A09/2016/55 | State: Mizoram | District: Aizawl | Location: Lungdai village, Silchar road | Latitude: 23.889306 | Longitude: 92.736528 | Material: Rock | Movement: Slide | History: NA",567,landslide_report.pdf,Mizoram,GSI-REVIEW-001682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.73652455985334,23.88924186706433]}"
00000000000000000109_0,,,Aizawl,Aizawl,1066.0355,GSI-4972C6A18572,0.7,landslide,Zawngin village,missing_event_date,false,false,19.336376,Slide number: MZ/AIZ/84E01/2017/107 | State: Mizoram | District: Aizawl | Location: Zawngin village | Latitude: 23.899305 | Longitude: 93.015587 | Material: Rock | Movement: Slide | History: NA,567,landslide_report.pdf,Mizoram,GSI-REVIEW-001688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.01545145557245,23.89921316671806]}"
0000000000000000010d_0,,,Aizawl,Aizawl,1109.152,GSI-A97897158DA2,0.7,landslide,SuangpuilawnZawngin section,missing_event_date,false,false,32.717243,Slide number: MZ/AIZ/84E01/2017/80 | State: Mizoram | District: Aizawl | Location: SuangpuilawnZawngin section | Latitude: 23.909111 | Longitude: 93.02375 | Material: Rock | Movement: Slide | History: NA,567,landslide_report.pdf,Mizoram,GSI-REVIEW-001697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02380578771475,23.909184466371787]}"
0000000000000000010f_0,,,Aizawl,Aizawl,1021.43835,GSI-D7A68D20BC24,0.7,landslide,"E of Serkhan, Serkhan-Hlimen road",missing_event_date,false,false,29.270609,"Slide number: MIZ/AIZ/84A09/2016/120 | State: Mizoram | District: Aizawl | Location: E of Serkhan, Serkhan-Hlimen road | Latitude: 23.915778 | Longitude: 92.742417 | Material: Rock | Movement: Slide | History: 2016",568,landslide_report.pdf,Mizoram,GSI-REVIEW-001702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74245344072853,23.91565233641745]}"
00000000000000000111_0,,,Aizawl,Aizawl,979.8397,GSI-6253280AEF5F,0.7,landslide,Serkhan- Nisapui-Luanguat road section,missing_event_date,false,false,13.77151,Slide number: MIZ/AIZ/84A09/2016/121 | State: Mizoram | District: Aizawl | Location: Serkhan- Nisapui-Luanguat road section | Latitude: 23.918461 | Longitude: 92.741531 | Material: Rock | Movement: Slide | History: 2016,568,landslide_report.pdf,Mizoram,GSI-REVIEW-001704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7416449569728,23.918347282269806]}"
