system:index,date,dates_found,district,districts_found,elevation_m,event_id,extraction_confidence,landslide_type,location,manual_review_reason,manually_verified,ocr_used,slope_deg,source_excerpt,source_page,source_pdf,state,﻿review_id,.geo
000000000000000000e2_0,,,Aizawl,Aizawl,1819.9227,GSI-E60AD17932D9,0.7,debris_flow,~ 3 km from Vanzao,missing_event_date,false,false,15.0770445,Slide number: MIZ/AIZ/84A13/2016/1 | State: Mizoram | District: Aizawl | Location: ~ 3 km from Vanzao | Latitude: 23.849497 | Longitude: 92.928202 | Material: Debris | Movement: Flow | History: 2016,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.92813520995603,23.84962616303466]}"
000000000000000000ec_0,,,Aizawl,Aizawl,175.55267,GSI-4A3610DD50B2,0.7,debris_flow,~19 km from Khawruhlian towards Sesawng on NH 150,missing_event_date,false,false,32.95011,Slide number: MIZ/AIZ/84A13/2016/33 | State: Mizoram | District: Aizawl | Location: ~19 km from Khawruhlian towards Sesawng on NH 150 | Latitude: 23.856821 | Longitude: 92.833784 | Material: Debris | Movement: Flow | History: 2016,565,landslide_report.pdf,Mizoram,GSI-REVIEW-001625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.83381210512347,23.85690251683603]}"
000000000000000000fc_0,,,Aizawl,Aizawl,712.4439,GSI-AE9F5A84B8F5,0.7,debris_flow,~6.5 km S of Khawruhlian towards Sesawng on NH 150,missing_event_date,false,false,28.648512,Slide number: MIZ/AIZ/84A13/2016/25 | State: Mizoram | District: Aizawl | Location: ~6.5 km S of Khawruhlian towards Sesawng on NH 150 | Latitude: 23.883306 | Longitude: 92.861917 | Material: Debris | Movement: Flow | History: 2016,567,landslide_report.pdf,Mizoram,GSI-REVIEW-001669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.861839541988,23.883312986189143]}"
00000000000000000101_0,,,Aizawl,Aizawl,517.0938,GSI-307B8378E0DA,0.7,debris_flow,11 km Khawruhlian milestone towards Sesawng on NH 150,missing_event_date,false,false,28.46885,Slide number: MIZ/AIZ/84A13/2016/30 | State: Mizoram | District: Aizawl | Location: 11 km Khawruhlian milestone towards Sesawng on NH 150 | Latitude: 23.887333 | Longitude: 92.851111 | Material: Debris | Movement: Flow | History: 2016,567,landslide_report.pdf,Mizoram,GSI-REVIEW-001679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.85105975857857,23.887355404967682]}"
00000000000000000134_0,,,Aizawl,Aizawl,1078.3896,GSI-C8A50C36A406,0.7,debris_flow,SuangpuilawnLamherh section,missing_event_date,false,false,33.80676,Slide number: MZ/AIZ/84E01/2017/50 | State: Mizoram | District: Aizawl | Location: SuangpuilawnLamherh section | Latitude: 23.966917 | Longitude: 93.041473 | Material: Debris | Movement: Flow | History: NA,569,landslide_report.pdf,Mizoram,GSI-REVIEW-001751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.04159243034032,23.96685630761226]}"
00000000000000000000_0,,,Aizawl,Aizawl,720.4096,GSI-BA9D54E4B021,0.7,debris_slide,"About 4.2km Northwest of Sailam Bazar, SH-Aizawl- Thenzawl-Lunglei Road",missing_event_date,false,false,38.09998,"Slide number: MZ/SER/84A15/2016/124 | State: Mizoram | District: Aizawl | Location: About 4.2km Northwest of Sailam Bazar, SH-Aizawl- Thenzawl-Lunglei Road | Latitude: 23.333984 | Longitude: 92.781878 | Material: Debris | Movement: Slide | History: 2016",540,landslide_report.pdf,Mizoram,GSI-REVIEW-000917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.78179965017296,23.33408302147847]}"
00000000000000000003_0,,,Aizawl,Aizawl,1364.7075,GSI-60D808B3D1FF,0.7,debris_slide,"Sailam, PMGSY Sialsuk-Sailam Road",missing_event_date,false,false,27.1064,"Slide number: MZ/SER/84A15/2016/112 | State: Mizoram | District: Aizawl | Location: Sailam, PMGSY Sialsuk-Sailam Road | Latitude: 23.353803 | Longitude: 92.794306 | Material: Debris | Movement: Slide | History: 2016",540,landslide_report.pdf,Mizoram,GSI-REVIEW-000933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7941964010938,23.353756126200686]}"
0000000000000000000a_0,,,Aizawl,Aizawl,1165.0525,GSI-D751EE19EECF,0.7,debris_slide,"North of Sialsuk, SH-Sialsuk- Samlukhai-Damdia Road",missing_event_date,false,false,33.310825,"Slide number: MZ/AIZ/84A11/2016/98 | State: Mizoram | District: Aizawl | Location: North of Sialsuk, SH-Sialsuk- Samlukhai-Damdia Road | Latitude: 23.411146 | Longitude: 92.752193 | Material: Debris | Movement: Slide | History: 2016",542,landslide_report.pdf,Mizoram,GSI-REVIEW-001003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75215524579701,23.411158472855924]}"
0000000000000000000d_0,,,Aizawl,Aizawl,1101.5039,GSI-8AA2E35062AE,0.7,debris_slide,"About 200m West of Smalukhai, SH-Sialsuk-Samlukhai-Damdia Road",missing_event_date,false,false,33.135334,"Slide number: MZ/AIZ/84A11/2016/96 | State: Mizoram | District: Aizawl | Location: About 200m West of Smalukhai, SH-Sialsuk-Samlukhai-Damdia Road | Latitude: 23.413501 | Longitude: 92.725781 | Material: Debris | Movement: Slide | History: 2016",543,landslide_report.pdf,Mizoram,GSI-REVIEW-001009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72574477644389,23.413583924123046]}"
00000000000000000011_0,,,Aizawl,Aizawl,997.9419,GSI-0BC4587B638D,0.7,debris_slide,"About 2.5 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road",missing_event_date,false,false,25.935928,"Slide number: MZ/AIZ/84A11/2016/93 | State: Mizoram | District: Aizawl | Location: About 2.5 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road | Latitude: 23.423348 | Longitude: 92.715571 | Material: Debris | Movement: Slide | History: 2016",543,landslide_report.pdf,Mizoram,GSI-REVIEW-001018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.71550398220494,23.423285729191537]}"
00000000000000000012_0,,,Aizawl,Aizawl,948.0335,GSI-68686D5543A5,0.7,debris_slide,"About 3 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road",missing_event_date,false,false,19.489288,"Slide number: MZ/AIZ/84A11/2016/92 | State: Mizoram | District: Aizawl | Location: About 3 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road | Latitude: 23.425424 | Longitude: 92.716106 | Material: Debris | Movement: Slide | History: 2016",543,landslide_report.pdf,Mizoram,GSI-REVIEW-001022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7160429713754,23.425441685873423]}"
00000000000000000013_0,,,Aizawl,Aizawl,915.7166,GSI-9CA0B4EBF786,0.7,debris_slide,"About 4 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road",missing_event_date,false,false,31.41102,"Slide number: MZ/AIZ/84A11/2016/91 | State: Mizoram | District: Aizawl | Location: About 4 km Northwest of Samlukhai, SH-Sialsuk- Samlukhai-Damdia Road | Latitude: 23.427681 | Longitude: 92.714959 | Material: Debris | Movement: Slide | History: 2016",543,landslide_report.pdf,Mizoram,GSI-REVIEW-001026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.71496499303446,23.42759764255531]}"
00000000000000000014_0,,,Aizawl,Aizawl,580.0604,GSI-C62E0462EBAB,0.7,debris_slide,"Southeast of Lungsai village, SH- Sialsuk-Samlukhai-Damdia Road",missing_event_date,false,false,30.50749,"Slide number: MZ/AIZ/84A11/2016/101 | State: Mizoram | District: Aizawl | Location: Southeast of Lungsai village, SH- Sialsuk-Samlukhai-Damdia Road | Latitude: 23.439894 | Longitude: 92.702301 | Material: Debris | Movement: Slide | History: 2016",544,landslide_report.pdf,Mizoram,GSI-REVIEW-001039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.70229874752837,23.43999439347616]}"
00000000000000000016_0,,,Aizawl,Aizawl,464.91742,GSI-A6B8AF0C634B,0.7,debris_slide,"About 15km south of Damdia, SH-Sialsuk-Samlukhai-Damdia Road",missing_event_date,false,false,31.847878,"Slide number: MZ/AIZ/84A11/2016/102 | State: Mizoram | District: Aizawl | Location: About 15km south of Damdia, SH-Sialsuk-Samlukhai-Damdia Road | Latitude: 23.442296 | Longitude: 92.695903 | Material: Debris | Movement: Slide | History: 2016",544,landslide_report.pdf,Mizoram,GSI-REVIEW-001046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69583087748272,23.442419844743284]}"
00000000000000000024_0,,,Aizawl,Aizawl,971.10925,GSI-D9FDA01AD703,0.7,debris_slide,"Hualthu Near the Foundation Stone (MPLADS) by CL Raula, PMGSY Chhingchhip-Hualto Road",missing_event_date,false,false,27.1131,"Slide number: MZ/AIZ/84A15/2016/55 | State: Mizoram | District: Aizawl | Location: Hualthu Near the Foundation Stone (MPLADS) by CL Raula, PMGSY Chhingchhip-Hualto Road | Latitude: 23.499418 | Longitude: 92.905021 | Material: Debris | Movement: Slide | History: 2017",550,landslide_report.pdf,Mizoram,GSI-REVIEW-001181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.90495867562574,23.499552696813286]}"
00000000000000000026_0,,,Aizawl,Aizawl,1187.5135,GSI-C660FBEFA5A4,0.7,debris_slide,"500m South of Baktwang village, NH 54",missing_event_date,false,false,25.765038,"Slide number: MZ/AIZ/84A14/2015/61 | State: Mizoram | District: Aizawl | Location: 500m South of Baktwang village, NH 54 | Latitude: 23.535189 | Longitude: 92.846042 | Material: Debris | Movement: Slide | History: NA",550,landslide_report.pdf,Mizoram,GSI-REVIEW-001199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.84593936145909,23.535125982064418]}"
00000000000000000027_0,,,Aizawl,Aizawl,515.12933,GSI-505CEC1FE96E,0.7,debris_slide,"Tlungvel, On Turini lui near cultivation area",missing_event_date,false,false,30.267609,"Slide number: MZ/AIZ/84A14/2015/60 | State: Mizoram | District: Aizawl | Location: Tlungvel, On Turini lui near cultivation area | Latitude: 23.566631 | Longitude: 92.876781 | Material: Debris | Movement: Slide | History: NA",551,landslide_report.pdf,Mizoram,GSI-REVIEW-001219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87666174417598,23.56665684853701]}"
00000000000000000028_0,,,Aizawl,Aizawl,842.1312,GSI-9C573D504FA0,0.7,debris_slide,Near Kumthung junction in Aizawl-lunglei road,missing_event_date,false,false,29.482805,Slide number: MZ/AIZ/84A10/2015/72 | State: Mizoram | District: Aizawl | Location: Near Kumthung junction in Aizawl-lunglei road | Latitude: 23.604611 | Longitude: 92.726417 | Material: Debris | Movement: Slide | History: NA,552,landslide_report.pdf,Mizoram,GSI-REVIEW-001251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.72628376561437,23.60465558505527]}"
00000000000000000029_0,,,Aizawl,Aizawl,571.1503,GSI-0776B34F74F7,0.7,debris_slide,"East of Tlungvel, about 3km along the foot tracks",missing_event_date,false,false,25.506077,"Slide number: MZ/AIZ/84A14/2015/78 | State: Mizoram | District: Aizawl | Location: East of Tlungvel, about 3km along the foot tracks | Latitude: 23.607347 | Longitude: 92.879114 | Material: Debris | Movement: Slide | History: NA",552,landslide_report.pdf,Mizoram,GSI-REVIEW-001256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87908719544309,23.607350530907627]}"
0000000000000000002d_0,,,Aizawl,Aizawl,489.61475,GSI-AF01F8225C82,0.7,debris_slide,13.5km S OF Dulte,missing_event_date,false,false,32.505783,Slide number: MZ/AIZ/84E02/2017/30 | State: Mizoram | District: Aizawl | Location: 13.5km S OF Dulte | Latitude: 23.639484 | Longitude: 93.032189 | Material: Debris | Movement: Slide | History: NA,554,landslide_report.pdf,Mizoram,GSI-REVIEW-001290,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03216011985707,23.639420386550693]}"
0000000000000000002e_0,,,Aizawl,Aizawl,1240.0469,GSI-8AD0DD824AF7,0.7,debris_slide,"East of Ruallung village, on Ruallung-Mualpheng road",missing_event_date,false,false,20.666903,"Slide number: MZ/AIZ/84A14/2015/109 | State: Mizoram | District: Aizawl | Location: East of Ruallung village, on Ruallung-Mualpheng road | Latitude: 23.6445 | Longitude: 92.990194 | Material: Debris | Movement: Slide | History: NA",554,landslide_report.pdf,Mizoram,GSI-REVIEW-001296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.99011896456027,23.644540783670173]}"
0000000000000000002f_0,,,Aizawl,Aizawl,469.65283,GSI-85C1DD092DD7,0.7,debris_slide,15km S of Dulte,missing_event_date,false,false,24.818775,Slide number: MZ/AIZ/84E02/2017/32 | State: Mizoram | District: Aizawl | Location: 15km S of Dulte | Latitude: 23.650925 | Longitude: 93.030704 | Material: Debris | Movement: Slide | History: NA,554,landslide_report.pdf,Mizoram,GSI-REVIEW-001304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03081264693088,23.651008653715834]}"
00000000000000000030_0,,,Aizawl,Aizawl,929.6883,GSI-758F15BBB986,0.7,debris_slide,"1km Southwest of Samtlang, N. Lungleng - Aizawl Rd",missing_event_date,false,false,36.13956,"Slide number: MZ/AIZ/84A10/2015/193 | State: Mizoram | District: Aizawl | Location: 1km Southwest of Samtlang, N. Lungleng - Aizawl Rd | Latitude: 23.652972 | Longitude: 92.6985 | Material: Debris | Movement: Slide | History: NA",554,landslide_report.pdf,Mizoram,GSI-REVIEW-001305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69852582333507,23.652895115812488]}"
00000000000000000031_0,,,Aizawl,Aizawl,483.99673,GSI-97D8ACEF4EB3,0.7,debris_slide,20.5km E of Keifang,missing_event_date,false,false,33.14759,Slide number: MZ/AIZ/84E02/2017/37 | State: Mizoram | District: Aizawl | Location: 20.5km E of Keifang | Latitude: 23.653812 | Longitude: 93.029927 | Material: Debris | Movement: Slide | History: NA,554,landslide_report.pdf,Mizoram,GSI-REVIEW-001306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.03000416317518,23.653703599568193]}"
00000000000000000033_0,,,Aizawl,Aizawl,1242.8824,GSI-93F9A29A6253,0.7,debris_slide,South of Keifang village on SH Keifang-Seling road.,missing_event_date,false,false,47.45085,Slide number: MZ/AIZ/84A14/2015/101 | State: Mizoram | District: Aizawl | Location: South of Keifang village on SH Keifang-Seling road. | Latitude: 23.654556 | Longitude: 92.965056 | Material: Debris | Movement: Slide | History: NA,554,landslide_report.pdf,Mizoram,GSI-REVIEW-001309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96505596813334,23.6545120833239]}"
00000000000000000035_0,,,Aizawl,Aizawl,913.6691,GSI-FA5F3EEA49F6,0.7,debris_slide,"NW of Lenchim village, Mualpheng-Lenchim Rd",missing_event_date,false,false,29.763687,"Slide number: MZ/AIZ/84A14/2015/102 | State: Mizoram | District: Aizawl | Location: NW of Lenchim village, Mualpheng-Lenchim Rd | Latitude: 23.655417 | Longitude: 92.957167 | Material: Debris | Movement: Slide | History: NA",554,landslide_report.pdf,Mizoram,GSI-REVIEW-001311,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.95724062516149,23.65532056707961]}"
00000000000000000038_0,,,Aizawl,Aizawl,898.8944,GSI-D86439B13898,0.7,debris_slide,"2.5 km West of Samtlang, N.Lungleng - Aizawl Rd",missing_event_date,false,false,29.076347,"Slide number: MZ/AIZ/84A10/2015/192 | State: Mizoram | District: Aizawl | Location: 2.5 km West of Samtlang, N.Lungleng - Aizawl Rd | Latitude: 23.657278 | Longitude: 92.704583 | Material: Debris | Movement: Slide | History: NA",554,landslide_report.pdf,Mizoram,GSI-REVIEW-001317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.70445470421026,23.65720702917626]}"
0000000000000000003a_0,,,Aizawl,Aizawl,1131.2532,GSI-9FB0B3CFDE36,0.7,debris_slide,1.9 km south of Keifang village on SH Keifang-Seling road near water reservoir,missing_event_date,false,false,37.04612,Slide number: MZ/AIZ/84A14/2015/107 | State: Mizoram | District: Aizawl | Location: 1.9 km south of Keifang village on SH Keifang-Seling road near water reservoir | Latitude: 23.658861 | Longitude: 92.963722 | Material: Debris | Movement: Slide | History: NA,555,landslide_report.pdf,Mizoram,GSI-REVIEW-001320,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96370849520716,23.658823996687676]}"
0000000000000000003f_0,,,Aizawl,Aizawl,1173.5892,GSI-48BE3636C2C1,0.7,debris_slide,"Keifang, SH- Keifang- Champhai road",missing_event_date,false,false,25.871,"Slide number: MZ/AIZ/84A14/2015/95 | State: Mizoram | District: Aizawl | Location: Keifang, SH- Keifang- Champhai road | Latitude: 23.666361 | Longitude: 92.975972 | Material: Debris | Movement: Slide | History: NA",555,landslide_report.pdf,Mizoram,GSI-REVIEW-001328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.976105246128,23.66636984507428]}"
00000000000000000040_0,,,Aizawl,Aizawl,364.50372,GSI-5BBB3BBC80E9,0.7,debris_slide,16 Km stone (seling) on SH Keifang-Seling.,missing_event_date,false,false,40.69428,Slide number: MZ/AIZ/84A14/2015/115 | State: Mizoram | District: Aizawl | Location: 16 Km stone (seling) on SH Keifang-Seling. | Latitude: 23.666722 | Longitude: 92.890889 | Material: Debris | Movement: Slide | History: NA,555,landslide_report.pdf,Mizoram,GSI-REVIEW-001330,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.89094495719347,23.666639339659515]}"
00000000000000000048_0,,,Aizawl,Aizawl,429.75897,GSI-A4BB553376B4,0.7,debris_slide,"Seling-Champhai SH about 1.3km South of Turini bridge, on SH Seling-Champhai rd",missing_event_date,false,false,32.46091,"Slide number: MZ/AIZ/84A14/2015/111 | State: Mizoram | District: Aizawl | Location: Seling-Champhai SH about 1.3km South of Turini bridge, on SH Seling-Champhai rd | Latitude: 23.671 | Longitude: 92.888333 | Material: Debris | Movement: Slide | History: NA",555,landslide_report.pdf,Mizoram,GSI-REVIEW-001340,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.88825001134111,23.67095125302329]}"
00000000000000000049_0,,,Aizawl,Aizawl,555.2317,GSI-32B3742704E5,0.7,debris_slide,18.5km E of Keifang (kawlkulh road),missing_event_date,false,false,31.441912,Slide number: MZ/AIZ/84E02/2017/33 | State: Mizoram | District: Aizawl | Location: 18.5km E of Keifang (kawlkulh road) | Latitude: 23.675142 | Longitude: 93.023551 | Material: Debris | Movement: Slide | History: NA,556,landslide_report.pdf,Mizoram,GSI-REVIEW-001346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02353629312951,23.67526316638706]}"
0000000000000000004a_0,,,Aizawl,Aizawl,605.84515,GSI-6B7AEBDD006A,0.7,debris_slide,16.5 km E of Keifang (Kawlkulh road),missing_event_date,false,false,38.075256,Slide number: MZ/AIZ/84E02/2017/34 | State: Mizoram | District: Aizawl | Location: 16.5 km E of Keifang (Kawlkulh road) | Latitude: 23.68054 | Longitude: 93.020091 | Material: Debris | Movement: Slide | History: NA,556,landslide_report.pdf,Mizoram,GSI-REVIEW-001350,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02003286352145,23.680653058091778]}"
0000000000000000004b_0,,,Aizawl,Aizawl,1048.6875,GSI-5110706FCB01,0.7,debris_slide,"western slope of 1052 peak, S of Thingsultliah Hospital",missing_event_date,false,false,1.090256,"Slide number: MZ/AIZ/84A14/2015/89 | State: Mizoram | District: Aizawl | Location: western slope of 1052 peak, S of Thingsultliah Hospital | Latitude: 23.680931 | Longitude: 92.859617 | Material: Debris | Movement: Slide | History: NA",556,landslide_report.pdf,Mizoram,GSI-REVIEW-001352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.85968358530612,23.680922552677014]}"
0000000000000000004c_0,,,Aizawl,Aizawl,592.7032,GSI-0FE4AD94752A,0.7,debris_slide,14.5km E of Keifang (Kawlkulh road),missing_event_date,false,false,22.314571,Slide number: MZ/AIZ/84E02/2017/36 | State: Mizoram | District: Aizawl | Location: 14.5km E of Keifang (Kawlkulh road) | Latitude: 23.681206 | Longitude: 93.019927 | Material: Debris | Movement: Slide | History: NA,556,landslide_report.pdf,Mizoram,GSI-REVIEW-001353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02003286352145,23.68119204726225]}"
0000000000000000004e_0,,,Aizawl,Aizawl,986.55756,GSI-7C2AA6046D3F,0.7,debris_slide,"About 2km south of thingsulthliah, 1km SW Thingsultliah Hospital",missing_event_date,false,false,9.513264,"Slide number: MZ/AIZ/84A14/2015/65 | State: Mizoram | District: Aizawl | Location: About 2km south of thingsulthliah, 1km SW Thingsultliah Hospital | Latitude: 23.682158 | Longitude: 92.858383 | Material: Debris | Movement: Slide | History: NA",556,landslide_report.pdf,Mizoram,GSI-REVIEW-001357,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.85833611237993,23.682270025603195]}"
00000000000000000052_0,,,Aizawl,Aizawl,927.71124,GSI-F4B26ACEAA4E,0.7,debris_slide,"North of Thingsultliah along NH 54, NW slope of 982 peak",missing_event_date,false,false,31.305706,"Slide number: MZ/AIZ/84A14/2015/64 | State: Mizoram | District: Aizawl | Location: North of Thingsultliah along NH 54, NW slope of 982 peak | Latitude: 23.695444 | Longitude: 92.861667 | Material: Debris | Movement: Slide | History: NA",557,landslide_report.pdf,Mizoram,GSI-REVIEW-001383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.86157004740276,23.695475260279753]}"
00000000000000000054_0,,,Aizawl,Aizawl,412.60022,GSI-7B98653E64B2,0.7,debris_slide,About 9 Km SE of Seling on SH Seling-Champhai road,missing_event_date,false,false,38.94534,Slide number: MZ/AIZ/84A14/2015/87 | State: Mizoram | District: Aizawl | Location: About 9 Km SE of Seling on SH Seling-Champhai road | Latitude: 23.697056 | Longitude: 92.877944 | Material: Debris | Movement: Slide | History: NA,557,landslide_report.pdf,Mizoram,GSI-REVIEW-001386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87800921710216,23.697092227791167]}"
00000000000000000056_0,,,Aizawl,Aizawl,993.8508,GSI-C669F0C237F2,0.7,debris_slide,"Tlangnuan, CP Road",missing_event_date,false,false,35.097046,"Slide number: MZ/AIZ/84A10/2014/04 | State: Mizoram | District: Aizawl | Slide name: CP Road | Location: Tlangnuan, CP Road | Latitude: 23.6995 | Longitude: 92.71617 | Material: Rock cum Debris | Movement: Slide | History: NA",557,landslide_report.pdf,Mizoram,GSI-REVIEW-001389,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.7160429713754,23.69951767905829]}"
00000000000000000057_0,,,Aizawl,Aizawl,429.5277,GSI-C3A20D414C73,0.7,debris_slide,About 8.5 Km SE of Seling along SH Seling-Champhai road,missing_event_date,false,false,25.94321,Slide number: MZ/AIZ/84A14/2015/59 | State: Mizoram | District: Aizawl | Location: About 8.5 Km SE of Seling along SH Seling-Champhai road | Latitude: 23.699611 | Longitude: 92.874917 | Material: Debris | Movement: Slide | History: NA,557,landslide_report.pdf,Mizoram,GSI-REVIEW-001390,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87504477666457,23.69951767905829]}"
00000000000000000059_0,,,Aizawl,Aizawl,496.17648,GSI-447B50CF30DD,0.7,debris_slide,About 8 km SE of Seling on SH Seling-Champhai road,missing_event_date,false,false,42.36737,Slide number: MZ/AIZ/84A14/2015/83 | State: Mizoram | District: Aizawl | Location: About 8 km SE of Seling on SH Seling-Champhai road | Latitude: 23.700889 | Longitude: 92.878361 | Material: Debris | Movement: Slide | History: NA,558,landslide_report.pdf,Mizoram,GSI-REVIEW-001392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87827871168739,23.70086515198447]}"
0000000000000000005f_0,,,Aizawl,Aizawl,492.106,GSI-E15143A89A7C,0.7,debris_slide,About 7.5 km SE of Seling on SH Seling-Champhai road,missing_event_date,false,false,30.340658,Slide number: MZ/AIZ/84A14/2015/84 | State: Mizoram | District: Aizawl | Location: About 7.5 km SE of Seling on SH Seling-Champhai road | Latitude: 23.705117 | Longitude: 92.877669 | Material: Debris | Movement: Slide | History: NA,558,landslide_report.pdf,Mizoram,GSI-REVIEW-001400,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.87773972251692,23.70517706534824]}"
00000000000000000062_0,,,Aizawl,Aizawl,846.0418,GSI-FF92497858C3,0.7,debris_slide,"Berawtlang Tourist Lodge, DGM Check Gate, South of Berawtlang Lodge",missing_event_date,false,false,42.538975,"Slide number: MZ/AIZ/84A14/2015/68 | State: Mizoram | District: Aizawl | Location: Berawtlang Tourist Lodge, DGM Check Gate, South of Berawtlang Lodge | Latitude: 23.708217 | Longitude: 92.761489 | Material: Debris | Movement: Slide | History: NA",558,landslide_report.pdf,Mizoram,GSI-REVIEW-001405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.76158755628026,23.708141505785836]}"
00000000000000000063_0,,,Aizawl,Aizawl,659.38293,GSI-DF3515449461,0.7,debris_slide,"West of Mission Veng, Dumping Site, Tlawng - Aizawl Rd",missing_event_date,false,false,38.65038,"Slide number: MZ/AIZ/84A10/2015/194 | State: Mizoram | District: Aizawl | Location: West of Mission Veng, Dumping Site, Tlawng - Aizawl Rd | Latitude: 23.71 | Longitude: 92.692528 | Material: Debris | Movement: Slide | History: NA",558,landslide_report.pdf,Mizoram,GSI-REVIEW-001408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.69259694245989,23.71002796788249]}"
00000000000000000064_0,,,Aizawl,Aizawl,602.4524,GSI-39AEB66CABB5,0.7,debris_slide,North of Salem veng on world bank road,missing_event_date,false,false,24.426897,Slide number: MZ/AIZ/84A10/2015/69 | State: Mizoram | District: Aizawl | Location: North of Salem veng on world bank road | Latitude: 23.710194 | Longitude: 92.741167 | Material: Debris | Movement: Slide | History: NA,558,landslide_report.pdf,Mizoram,GSI-REVIEW-001409,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74110596780234,23.710297462467725]}"
00000000000000000065_0,,,Aizawl,Aizawl,261.542,GSI-49F6864977A6,0.7,debris_slide,"South of Tlawng Hydro-Project, Oasis picnic spot, SH- Aizawl - Reiek",missing_event_date,false,false,14.248636,"Slide number: MZ/AIZ/84A10/2015/182 | State: Mizoram | District: Aizawl | Location: South of Tlawng Hydro-Project, Oasis picnic spot, SH- Aizawl - Reiek | Latitude: 23.71125 | Longitude: 92.660167 | Material: Debris | Movement: Slide | History: NA",558,landslide_report.pdf,Mizoram,GSI-REVIEW-001412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66025759223159,23.711375440808666]}"
00000000000000000066_0,,,Aizawl,Aizawl,867.9288,GSI-1FFF679B86AD,0.7,debris_slide,Tlangnuam area alon NH54,missing_event_date,false,false,36.15341,Slide number: MZ/AIZ/84A14/2015/63 | State: Mizoram | District: Aizawl | Location: Tlangnuam area alon NH54 | Latitude: 23.711722 | Longitude: 92.858394 | Material: Debris | Movement: Slide | History: NA,558,landslide_report.pdf,Mizoram,GSI-REVIEW-001413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.85833611237993,23.711644935393903]}"
00000000000000000067_0,,,Aizawl,Aizawl,191.2861,GSI-FC8A7FD57FD9,0.7,debris_slide,"1km South of Tlawng Hydro- Project view point of Azauli Falls, SH- Aizawl - Reiek",missing_event_date,false,false,40.181114,"Slide number: MZ/AIZ/84A10/2015/183 | State: Mizoram | District: Aizawl | Location: 1km South of Tlawng Hydro- Project view point of Azauli Falls, SH- Aizawl - Reiek | Latitude: 23.712694 | Longitude: 92.66025 | Material: Debris | Movement: Slide | History: NA",558,landslide_report.pdf,Mizoram,GSI-REVIEW-001417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66025759223159,23.712722913734847]}"
