sample_id,event_id,date,latitude,longitude,elevation_m,slope_deg,rain_prev_24h_mm,rain_prev_72h_mm,rain_prev_7d_mm,label,sample_type,exclusion_distance_m,random_seed,terrain_source,terrain_resolution_m,rainfall_source,rainfall_native_resolution_m,crs
BG_278,,2024-05-28,23.742097823525555,92.94026246629164,1073.3639,28.746832,132.13259887695312,197.69288635253906,230.22002410888672,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_279,,2024-05-28,23.801925621447914,92.75673665374602,794.59546,14.127694,146.6471405029297,276.82655334472656,276.82655334472656,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_280,,2024-05-28,23.64373229991447,92.78772853104815,250.18465,24.16723,128.6545867919922,223.65303421020508,263.5138053894043,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_281,,2024-05-28,23.59468428540154,92.92409279117749,764.0738,27.577673,130.8920135498047,206.7709083557129,235.54150390625,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_282,,2024-05-28,23.548870205911445,92.98068665407702,932.2563,18.593784,113.06712341308594,171.49260902404785,210.67349815368652,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_283,,2024-05-28,23.531353057871115,92.81710344083885,669.524,24.231228,132.90013122558594,232.4102783203125,274.9632263183594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_284,,2024-05-28,23.835612444602397,92.96074405476956,1119.6597,23.83167,149.9873046875,223.8224983215332,241.9916820526123,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_285,,2024-05-28,23.65532056707961,92.54491390975063,677.30426,33.159874,157.4532012939453,309.8921813964844,309.8921813964844,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_286,,2024-05-28,23.74182832894032,92.61956390986097,552.7836,11.560238,153.38121032714844,273.8194465637207,292.0539264678955,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_287,,2024-05-28,23.984642950237827,92.71846842264253,773.36304,20.907465,146.3939666748047,265.12388610839844,265.12388610839844,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_288,,2024-05-28,23.97790558560693,92.92220632908084,1000.4155,39.759438,114.96668243408203,220.0229263305664,220.0229263305664,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_289,,2024-05-28,24.019946740903723,92.54545289892111,103.41107,17.551266,221.72633361816406,345.5620880126953,345.5620880126953,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_290,,2024-05-28,23.81540035070971,92.61067058854819,539.49817,32.195694,162.8187713623047,271.525089263916,271.525089263916,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_291,,2024-05-28,23.54267183045102,92.85671914486852,844.357,23.188385,140.8377227783203,230.71803665161133,267.78420639038086,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_292,,2024-05-28,23.928588076508767,92.73652455985334,683.4823,36.453865,134.4709930419922,236.2372169494629,236.2372169494629,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_293,,2024-05-28,23.608698003833805,92.59827383762733,979.9719,27.252058,133.11534118652344,254.1083221435547,290.3985290527344,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_294,,2024-05-28,24.086781398042216,92.7160429713754,269.21838,39.593834,146.2703399658203,288.20024490356445,288.20024490356445,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_295,,2024-05-28,23.4515826606413,92.85644965028328,952.3036,19.458706,121.28703308105469,213.33353805541992,240.04443359375,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_296,,2024-05-28,24.04878266152396,92.57267185202993,90.74148,3.5001879,190.9457244873047,332.1803855895996,332.1803855895996,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_297,,2024-05-28,24.08758988179792,92.51284405410757,580.5531,31.52921,181.97244262695312,343.11642837524414,343.11642837524414,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_298,,2024-05-28,23.854746560154144,92.65378972218592,252.32208,27.50391,138.96986389160156,255.11741638183594,255.11741638183594,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
BG_299,,2024-05-28,24.084355946775094,92.9941613833388,149.13927,25.74519,90.40760803222656,224.76395797729492,224.76395797729492,0,background_no_recorded_event,500,42,Copernicus DEM GLO-30,30,CHIRPS Daily,5566,EPSG:4326
